id,task,question,answer,disease,source_page,source_section
dt_082,disease_treatment_qa,അതിസാരം രോഗത്തിന്റെ ചികിത്സയായി ഗ്രന്ഥം എന്താണ് പറയുന്നത്?,"(1) കുവളത്തിന്‍വേര്‍, മുത്തങ്ങാക്കിഴങ്ങ്‌, അതിവിടയം, കുടകപ്പാലയ രി, പഞ്ചകോലം (തിപ്പലി, കാട്ടുതിപ്പലിവേര്‍, കാട്ടുമുളകിന്‍വേര്‍, കൊടുവേലിക്കിഴ ഒ, ചുക്ക്‌) ഇവയോ (2) കാട്ടുതിപ്പലിവേര്‍, മുത്തങ്ങാക്കിഴങ്ങ്‌, കുവളത്തിന്‍വേര്‍, തിപ്പലി, കുടകപ്പാലയരി, ചുക്ക്‌ ഇവയോ (3) ചുക്ക്‌, ഇരുവേലി, കുവളത്തിന്‍വേര്‍, കുടകപ്പാലത്തൊലി, മുത്തങ്ങ ഇവയോ കഷായം വച്ചു സേവിക്കുക. ദഹന ക്കേടോടും ശുലം, രക്തംപോക്ക്‌ ഇവയോടും കൂടിയ അതിസാരം ശമിക്കും. ശുണ്ഠീസമങ്ഗാദി കഷായം- ശുണ്ഠിസമങ്ഗാതിവിഷാബ്ദവിലവ- പാഠാകണാദീപ്യകവത്സകോത്ഥഃ ക്വാഥോ നിഹന്യാദതിസാരമാശു സാമം സശൂലം സകഫം സരക്തം. വ സാരം - ചുക്ക്‌, പടര്‍ച്ചുണ്ടവേര്‍, അതിവിടയം, മുത്തങ്ങാക്കിഴങ്ങ്‌, കുവള ത്തിന്‍വേര്‍, പാടക്കിഴങ്ങ്‌, തിപ്പലി, അയമോദകം, കുടകപ്പാലയരി ഇവകൊണ്ടുള്ള കഷായം ദഹനക്കേട്‌, ശൂലം, കഫം, രക്തം ഇവയോടുകുടിയ അതിസാരത്തെ വേഗ ത്തില്‍ ശമിപ്പിക്കും. പിപ്പല്യാദി യോഗദ്ധയം-- പിപ്പല്യതിവിഷാമുസ്തധന്വയാഷകവാളകം പാഠാവത്സകണാമുസ്തവചാശ്ച കടുരോഹണീ. [1 ശ്ലോകാര്‍ദ്ധകഥിതാ ക്വാഥാവാമാതിസാരനാശനൌ. സാരം - (1) തിപ്പലി, അതിവിടയം, മുത്തങ്ങ, കൊടിത്തുവവേര്‍, ഇരുവേലി ഇവയോ (2) പാടക്കിഴങ്ങ്‌, കുടകപ്പാലയരി, തിപ്പലി, മുത്തങ്ങ, വയമ്പ്‌, കടുരോ ഹണി ഇവയോ കഷായം വച്ചു സേവിക്കുക. ആമാതിസാരം ശമിക്കും. വിശ്വാദി കഷായം-- ക",അതിസാരം,180,Vaidyamanorama — full-PDF disease/treatment extraction
dt_083,disease_treatment_qa,ഗ്രഹണി ബാധിച്ചാൽ ഗ്രന്ഥപ്രകാരം എന്ത് ചികിത്സയാണ് ചെയ്യേണ്ടത്?,"ഗുദജ്രഗഹണീകഫമാരുതാന്‍. മ സാരം - പാടക്കിഴങ്ങ്‌, അയമോദകം, കൊത്തമ്പാലരി, ഞെരിഞ്ഞില്‍, പഞ്ച കോലം (തിപ്പലി, കാട്ടുത്തിപ്പലിവേര്‍, കാട്ടുമുളകിന്‍വേര്‍, കൊടുവേലിക്കിഴങ്ങ്‌, ചുക്ക്‌) കൂവളത്തിന്‍വേര്‍ ഇവ നെയ്യിന്റെ നാലിരട്ടി പുളിയാരിലനീരില്‍ അരച്ചു കലക്കി ചെളിപാകത്തില്‍ തൈരും ചേര്‍ത്ത്‌ നെയ്യു കാച്ചി ഉപയോഗിക്കുക. മേല്‍വയറു വീര്‍പ്പ്‌, മുര്രകൃശ്ഛം, ്രവാഹിക (മുക്കല്‍), ഗുദ്രഭംശം, വയറ്റില്‍ വേദന, അര്‍ശസ്സ്‌, ഗ്രഹണി, കഫം, വാതം ഇവ ശമിക്കും. അപാമാര്‍ഗപ്രയോഗം-- അപാമാര്‍ഗ്ഗം തു സംപിഷ്ട്വാ പിബേത്തണ്ഡുലവാരിണാ രക്താര്‍ശസാം ഹിതമിദം പരമിത്യുദിതം ബുധൈഃ. 13 സാരം - ചെറുകടലാടി അരിക്കാടിയില്‍ അരച്ചു കലക്കി സേവിക്കുന്നതു രക്താര്‍ശസ്സുകള്‍ക്ക്‌ ഏറ്റവും ഹിതമാകുന്നു.",ഗ്രഹണി,167,Vaidyamanorama — full-PDF disease/treatment extraction
dt_084,disease_treatment_qa,പ്രമേഹം രോഗാവസ്ഥയിൽ ഉപയോഗിക്കേണ്ട ഔഷധപ്രയോഗം ഏതാണ്?,"ു വെച്ച്‌ ഇളക്കി ചട്ടുകത്തില്‍ പറ്റിത്തുടങ്ങുമ്പോള്‍ ഏലം, ഇലവര്‍ങം, പച്ചില, പാടക്കിഴങ്ങ്‌, ചുക്ക്‌, മുളക്‌, തിപ്പലി, ഞെരിഞ്ഞില്‍, ഇരട്ടിമധുരം, മുത്തങ്ങാക്കിഴ ഒ, പാല്‍മുതുക്കിന്‍ കിഴങ്ങ്‌, ജീരകം, കുവനുറ, കൊത്തമ്പാലരി ഇവ മൂന്നു കഴഞ്ചു വീതം പൊടിച്ചിട്ടു വാങ്ങി ആറിയാല്‍ 8 തുടം തേനും ചേര്‍ത്തു സുക്ഷിച്ചുവച്ചി രുന്നു സേവിക്കുക. ഈ ലേഹം മുര്രശുക്ം, അസ്ഥിസ്രാവം, ഹലിമകം, ഇരുപതു വിധം മുധ്രകൃശഛം, ഇരുപതു വിധം പ്രമേഹം ഇവയെ ശമിപ്പിക്കുന്നതു കൂടാതെ എല്ലാ ദോഷത്തെയും ശമിപ്പിക്കും. ഇതു വാജീകരവും ബല്പ്രദവും ആകുന്നു. വരണമൂലക്വാഥകല്‍ക്കപ്രയോഗം-- ക്വാഥോ വരണമുലസ്യ തല്‍കല്‍ക്കേന സമമ്പിതഃ പീതോ നിവാരയേല്‍ സദ്യഃ ശര്‍ക്കരാമശ്മരീമപി. ി സാരം - നീര്‍മാതളത്തിന്‍വേര്‍ കഷായം വെച്ച്‌ അതില്‍ അതു തന്നെ അരച്ചു കലക്കി സേവിച്ചാല്‍ കല്ലടപ്പും അശ്മരിയും പെട്ടെന്ന്‌ ശമിക്കും. യുഥീമുലാദി കഷായം- യൂഥീമൂലകുലത്ഥാഭ്യാം ശൃതഃ ക്വാഥോ ജയത്യലം ശര്‍ക്കരാം മുര്രകൃശഛം ച സദ്യ ഏവ ന സംശയഃ ടട സാരം - മുല്ലവേര്‍, പഴമുതിര ഇവ കൊണ്ടുള്ള കഷായം കല്ലടപ്പിനെയും മൂത്ര കൃശ്രത്തെയും നിശ്ചയമായും ശമിപ്പിക്കും.",പ്രമേഹം,224,Vaidyamanorama — full-PDF disease/treatment extraction
dt_085,disease_treatment_qa,രക്തപിത്തം ചികിത്സയ്ക്കായി ഈ ഗ്രന്ഥം നിർദ്ദേശിക്കുന്ന മാർഗം എന്താണ്?,തം അധികമായി പ്രവര്‍ത്തിക്കുന്ന രക്തപി ത്തവും അസാദ്ധ്യമാണെന്നു പണ്ഡിതന്മാര്‍ പറയുന്നു. ഈ കാരണങ്ങളാല്‍ അത്യന്തം മന്ദാഗ്നിയായിരിക്കുന്നവനുണ്ടാകുന്ന രക്തപിത്തവും അസാദ്ധ്യമാകുന്നു. കരടുകാമ്ലോഷ്ണരുക്ഷതിക്ഷ്ണങ്ങളായിരിക്കുന്ന ഒഷധങ്ങളാണ്‌ മന്ദാഗ്നിക്ക്‌ അഗ്നി വര്‍ദ്ധിക്കുന്നതിനുപയോഗിക്കേണ്ടത്‌. അങ്ങനെയുള്ള ഒഷധം കൊടുക്കുന്നത്‌ രക്ത പിത്തത്തിനു അപത്ഥ്യമാണ്‌. അതുകൊണ്ടാണ്‌ അത്യന്തം മന്ദാഗ്നിയായവന്നുണ്ടാ കുന്ന രക്തപിത്തം അസാദ്ധ്യമാണെന്നു മുമ്പു പറഞ്ഞത്‌. ര്രിദോഷങ്ങളും കോപി ച്ചുണ്ടാകുന്ന രക്തപിത്തത്തില്‍ ദോഷങ്ങള്‍ക്കു ബലാധിക്യമുള്ളതുകൊണ്ട്‌ അതും അസാദ്ധ്യമാകുന്നു. ലിപഥമായി അതായത്‌ ഈര്‍ദ്ധമാര്‍ഗ്ഗങ്ങളില്‍കൂടിയും അധോ മാര്‍ഗ്ഗങ്ങളില്‍കുടിയും ഒരേ സമയത്ത്‌ പ്രവര്‍ത്തിക്കുന്ന രക്തപിത്തം പ്രതിലോമ ഷധങ്ങളുടെ അഭാവം ഹേതുവായിട്ട്‌ അസാദ്ധ്യമാകുന്നു. “ശോധനം പ്രതിലോമം ച രക്തപിത്തേ ഭിഷഗ്ജിതം' എന്നതുകൊണ്ട്‌: ഈര്‍ദ്ധഗമായിരിക്കുന്ന രക്തപിത്ത ത്തിനു വിരേകമാണ്‌ പരമാഷധം. ഇവിടെ അതു ചെയ്യുമ്പോള്‍ അധോഗമായ രക്ത പിത്തം വര്‍ദ്ധിക്കും. അധോഗമായ രക്തപിത്തത്തിനു വമനമാണ്‌ ഒഷധം. അതു പ്രയോഗിക്കുമ്പോള്‍ ഈര്‍ദ്ധഗമായ രക്തപിത്തവും കോപിക്കും. ഈ കാരണങ്ങ േക്കൊണ്ട്‌ ദവിപഥമായ രക്തപിത്തത്തിനു ശോധന്റകിയ ഹിതമല്ല. 'സംസൃഷ്ടേഷു ഹി ദോഷേഷു സര്‍വജിച്ചുമനം ഹിതം',രക്തപിത്തം,63,Vaidyamanorama — full-PDF disease/treatment extraction
dt_086,disease_treatment_qa,ക്ഷയം എന്ന രോഗത്തിന് ഗ്രന്ഥത്തിൽ നിർദ്ദേശിക്കുന്ന ചികിത്സ എന്താണ്?,"ടുള്ള രക്തപിത്തം ശമിക്കും. ദുരാലഭായാഃ ക്വാഥസ്തു രക്തപിത്തനിബര്‍ഹണഃ. 3 സാരം - കൊടിത്തുവവേരുകൊണ്ടുള്ള കഷായം രക്തപിത്തഹരമാണ്‌. വാശാദി-- വാശാച്ഛിന്നരുഹാക്വാഥഃ സകൃഷ്ണഃ സസിതാമധുഭ ശോണിതോദ്ഗാരഹൃല്‍കാസക്ഷയഘ്നഃ സ്വരകൃല്‍ പരം. ദക സാരം - ആടലോടകത്തിന്‍വേര്‍, അമൃതു പടം കളഞ്ഞ്‌ ഇവകൊണ്ടുള്ള കഷായം തിപ്പലിപ്പൊടിയും പഞ്ചസാരയും തേനും മേമ്പൊടി ചേര്‍ത്തു സേവിച്ചാല്‍ രക്തത്തിന്റെ ചുവയോടുകുടിയ തികട്ടല്‍, ഹൃദ്രോഗം, കാസം, ക്ഷയം ഇവയെ ഹനി ക്കുന്നതും ഏറ്റവും സ്വരത്തിനു ശുദ്ധിയെ ഉണ്ടാക്കുന്നതുമാകുന്നു. ചന്ദനാദി-- ക്വാഥശ്ചന്ദനവിലാബ്ദപര്‍പ്പടോശീരസാധിതഃ ആശു പിത്താസൃജം ഹന്യാദൂര്‍ദ്ധ്ഗം ചാപ്യധോഗതം. 35 സാരം - ചന്ദനം, കുവളത്തിന്‍വേരിന്മേല്‍തൊലികളഞ്ഞ്‌, മുത്തങ്ങാക്കിഴങ്ങ്‌ മൊരികളഞ്ഞ്‌, പര്‍പ്പടകപ്പിള്ല്‌, രാമച്ചം ഇവ കഷായം വച്ചു സേവിക്കുക. മേല്പോട്ടും കരിട്പോട്ടും ഉള്ള രക്തപിത്തം വേഗത്തില്‍ ശമിക്കും. വടശ്യംഗാദി--. വടശ്യംഗോത്പലമധുക- ദ്രാക്ഷാമോചേക്ഷുകാഷ്മര്യഃ പത്മജകേസരസഹിതൈഃ സസിതാമധു രക്തജിത്പാക്യം. 36 സാരം - പേരാലിന്‍മൊട്ട്‌, ചെങ്ങഴിനീര്‍ക്കിഴങ്ങ്‌, ഇരട്ടിമധുരം, മുന്തിരിങ്ങാപ്പ ൭൦ കുരുകളഞ്ഞ്‌, ഇലവിന്‍പശ, നീലക്കരിമ്പിന്‍വേര്‍, കുമ്പിളിന്‍വേരിന്മേല്‍തൊലി കളഞ്ഞ്‌, താമരയല്ലി ഇവ കഷായം വച്ച്‌ ആറിയാല്‍ പഞ്ചസാരയും തേനും മേമ്പൊ ടി ചേര്‍",ക്ഷയം,69,Vaidyamanorama — full-PDF disease/treatment extraction
dt_087,disease_treatment_qa,കൃമി രോഗത്തിന്റെ ചികിത്സയായി ഗ്രന്ഥം എന്താണ് പറയുന്നത്?,"്‌, തിപ്പലി, ഇവയുടെ പൊടിയില്‍ ഒപ്പി കടിച്ചു തിന്നുകയോ കൊടുത്തുവവേര്‍ പൊടിച്ച്‌ തേനില്‍ കുഴച്ചു നക്കുകയോ ചെയ്താല്‍ ഛര്‍ദ്ദി ശമിക്കും. മനസ്സിന്‌ അഹിതങ്ങളായ സാധനങ്ങളുടെ ദര്‍ശനം, ,്ലാണം മുതലായവയാല്‍ ഉണ്ടായ ഛര്‍ദ്ദി, മനസ്സിനു ഹിതകരങ്ങളായ വസ്തുക്ക ളുടെ ദര്‍ശനം, (ഘാണം മുതലായവകൊണ്ടു ശമിക്കും. കൃമിജച്ഛര്‍ദ്ദിചികിത്സ-- ക്ൃമിജാ കൃമിഹൃദ്രോഗഗദിതൈശ്ച ഭിഷഗ്ജിതൈഃ യഥാസ്വം പരിശേഷാശ്ച തല്‍കൃതാശ്ച തഥാമയാഃ. 13 സാരം - കൃമിഹൃദ്രോഗത്തിനു പറഞ്ഞിരിക്കുന്ന ചികിത്സ ചെയ്താല്‍ കൃമിജ മായ ഛര്‍ദ്ദി ശമിക്കും. തണ്ണീര്‍ദാഹം, ദഹനക്കേട്‌, ദൌഹൃദം ഇവകൊണ്ടുണ്ടായ ഛര്‍ദ്ദിയും അവകൊണ്ടുണ്ടായ രോഗങ്ങളും അതിനു പറഞ്ഞിരിക്കുന്ന ചികിത്സ ചെയ്താല്‍ ശമിക്കും. വില്ധധാന്യകാദി കഷായം-- വില്വധാന്യകബലാമഹൌഷധൈര്‍- ലാജമുദ്ഗസഹിതൈശ്ശൃതം ജലം ഛര്‍ദ്ദിമാശു പിബതഃ സശര്‍ക്കരം ഹന്തി വാതകഫപിത്തജാമപി. രി സാരം - കുവളത്തിന്‍വേര്‍, കൊത്തമ്പാലരി, കുറുന്തോട്ടിവേര്‍, ചുക്ക്‌, മലര്‍, ചെറുപയറ്‌ ഇവ കഷായം വച്ച്‌ പഞ്ചസാര മേമ്പൊടി ചേര്‍ത്ത്‌ സേവിച്ചാല്‍ ത്രിദോ ഷജമായ ഛര്‍ദ്ദിയും ശമിക്കും.",കൃമി,141,Vaidyamanorama — full-PDF disease/treatment extraction
dt_088,disease_treatment_qa,പീനസം ബാധിച്ചാൽ ഗ്രന്ഥപ്രകാരം എന്ത് ചികിത്സയാണ് ചെയ്യേണ്ടത്?,"ി, കാട്ടുത്തിപ്പലിവേര്‍ ഇവ രണ്ടു പലംവീതം, ചുക്ക്‌ മുന്നു പലം, ഏലത്തരി, ഇലവര്‍ബത്തൊലി, പച്ചില, നാഗപ്പൂവ്‌, രാമച്ചം ഇവ മുന്നു കഴഞ്ചുവിതം എല്ലാം കൂടി പൊടിച്ച്‌ എല്ലാ മരുന്നുകളുടേയും മൂന്നിരട്ടി ശര്‍ക്കര ചേര്‍ത്തു വടകമാക്കി വച്ചിരുന്ന്‌ എല്ലായ്‌പ്പോഴും സേവിക്കുക. വാതകഫച്ചര്‍ദ്ദി, ഹണി, പാര്‍ശ്വവേദന, ഹൃദയവേദന, ജ്വരം, നീര്‍ക്കെട്ട്‌, പഠണ്ഡുത്വം, ഗുന്മം, മേല്‍വയറുവിര്‍പ്പ്‌, മദാത്യയം, അര്‍ശസ്സ്‌, ്രസേകം, പീനസം, വായുമുട്ടല്‍, ചുമ ഇവ ശമിക്കും. കാരവ്യാദി ചൂര്‍ണ്ണം--- കാരവ്യജാജിീമരിച്ര്രാക്ഷാവൃക്ഷാമൂഡാഡിമം സൌവര്‍ചലവിളക്ഷ്ദ്രം സര്‍വാരോചകനാശകൃല്‍. 72 സാരം - കരിഞ്ജീരകം, ജീരകം, നല്ലമുളക്‌, പുളിവേരിന്‍തൊലി, മാതളത്തോടും, തുവര്‍ചില ഉപ്പ്‌, വിളയുപ്പ്‌ ഇവ പൊടിച്ചു മുന്തിരിങ്ങാപ്പഴവും തേനും ചേര്‍ത്തു സേവിക്കുക. എല്ലാ അരോചകവും ശമിക്കും. മുസ്താദി മുഖധാവനയോഗങ്ങള്‍- മുസ്താത്വഗേലാധാന്യാനി ഹരിദ്രാമലകത്വചഃ ത്വക്‌ ച ദാര്‍വി യവാനി ച പിപ്പല്യസ്തേജവത്യപി. ി യവാനീ തിന്ത്രിണീകം ച പഞ്ചൈതേ മുഖധാവനാഃ. സാരം - (1) മുത്തങ്ങാക്കിഴങ്‌, ഇലവര്‍ങത്തൊലി, ഏലത്തരി, കൊത്തമ്പാല യരി; (2) മഞ്ഞള്‍, നെല്ലിക്കാത്തോട്‌, ഇലവര്‍ങത്തൊലി; (3) ഇലവര്‍ങത്തൊലി, മരമഞ്ഞള്‍ത്തൊലി, ജീരകം; (4)തിപ്പലി, ചെറുപ്പുന്നയരി; (5) ജീരകം, പുളിവേരി യ്മേത്തൊലി; ഈ",പീനസം,131,Vaidyamanorama — full-PDF disease/treatment extraction
dt_089,disease_treatment_qa,കാമല രോഗാവസ്ഥയിൽ ഉപയോഗിക്കേണ്ട ഔഷധപ്രയോഗം ഏതാണ്?,"പാണ്ഡുരോഗചികിത്സാരകമം 279 മഹാതിക്തഘൃതമോ ആരഗ്വധാദി ഗണം കൊണ്ടു കാച്ചിയ ഘൃതമോ ഉപയോഗ ക്കണം. വാശാദി കഷായം-- വാശാഗുളുചീയ്രിഫലാകട്വീഭുനിംബനിംബജഃ ക്വാഥഃ ക്ഷ്ര്രയുതോ ഹന്തി പാണ്ഡുപിത്താര്സകാമലാഃ. മ സാരം - ആടലോടകത്തിന്‍വേര്‍, ചിറ്റമൃത്‌, ത്രിഫലത്തോട്‌, പലകപ്പയ്യാനിവേ ര്‍്‌, പുത്തരിച്ചുണ്ടവേര്‍, വേപ്പിന്‍തൊലി ഇവകൊണ്ടുള്ള കഷായം തേന്‍ മേമ്പൊടി ചേര്‍ത്തു സേവിച്ചാല്‍ പാണ്ഡുരോഗം, രക്തപിത്തം, കാമല ഇവ ശമിക്കും. പുനര്‍ന്നവാദി കഷായം-- പുനര്‍ന്നവാനിംബപടോലശുണ്ഠീ തിക്താമൃതാദാര്‍വ്യഭയാക്കഷായഃ സര്‍വാംഗശോഫജരകാസശൂല- ശ്വാസാമ്പിതം പാണ്ഡുഗദം നിഹന്തി. 3 സാരം - തഴുതാമവേര്‌, വേപ്പിന്‍തൊലി, പടവലം, ചുക്ക്‌, പുത്തരിച്ചുണ്ടവേര്‍, അമൃത്‌, മരമഞ്ഞള്‍തൊലി, കടുക്കാത്തോട്‌ ഇവകൊണ്ടുള്ള കഷായം സര്‍വാംഗം നീരോടും, പനി, ചുമ, ശലം, വായുമൂട്ടല്‍ ഇവയോടും കൂടിയ പാണ്ഡുരോഗത്തെ ശമിപ്പിക്കും. നിശാചൂര്‍ണ്ണരചയോഗം-- ത്രകപിഷ്ടാമയഃപാര്രേ സപ്തരാത്രസ്ഥിതാം നിശാം സഞ്ചൂര്‍ണ്യ മധുനാ ലിഹ്യാന്മേഹപാണ്ഡുത്വഗാമയീ. [! സാരം - മഞ്ഞള്‍ മോരില്‍ അര",കാമല,279,Vaidyamanorama — full-PDF disease/treatment extraction
dt_090,disease_treatment_qa,ഹൃദ്രോഗം ചികിത്സയ്ക്കായി ഈ ഗ്രന്ഥം നിർദ്ദേശിക്കുന്ന മാർഗം എന്താണ്?,"100 വൈദ്യമനോരമ ആട്ടിന്‍പാല്‍, കരിമ്പിന്‍നീര്‍ ഇവ ഇടങ്ങഴി വീതവും 2 തുടം നെല്ലിക്കാനീരും 2 തുടം എണ്ണയും ചേര്‍ത്തു മൃദ്ധഗ്നിയില്‍ പാകംചെയ്തു ലേഹമാക്കി വാങ്ങി ആറി യാല്‍ തേനും നെയ്യും ചേര്‍ത്ത്‌ വച്ചിരുന്ന്‌ സേവിക്കുക. ക്ഷതകാസം, ശ്വാസം, ഹൃദ്രോഗം, കാസം ഇവയെ ശമിപ്പിക്കും. ഈ ലേഹം വൃദ്ധന്മാര്‍ക്കും ശുക്ലം കുറ ഞ്ഞവര്‍ക്കും ഹിതമാകുന്നു. വൃഷവ്യാഥഘ്യാദി ഘൃതം-- വൃഷവ്യാധ്ലീഗുളുചീനാം പ്രതമുലഫലാങ്കുരാന്‍ രസകല്ക്കൈര്‍ഘ്ൃതം പക്വം ഹന്തി കാസജ്വരാരുചീഃ. ി സാരം - ആടലോടകം, ചെറുവഴുതിന, അമൃത്‌ ഇവ സമൂലം (ഇല, വേര്‍, കായ്‌, മുള ഇവയോടുകുടി) പറിച്ചു നീരെടുത്ത്‌ ആ നീരില്‍ നെയ്യു കാച്ചി സേവിച്ചാല്‍ ചുമ, ജ്വരം, അരുചി ഇവ ശമിക്കും. ദാഡിമരസാദി ഘൃതം-- ദ്വിഗുണേ ദാഡിമരസേ സിദ്ധം വാ വ്യോഷസംയുതം പിബേദുപരി ഭൂക്തസ്യ യവക്ഷാരയുതം ഘൃതം. 20 പിപ്പലിഗുളസിദ്ധം വാ ഛാഗക്ഷീരയുതം ഘൃതം ഏതാന്യഗ്നിവിവൃദ്ധ്യര്‍ത്ഥം സര്‍പിംഷി ക്ഷയകാസിനാം. [2 സ്യൂര്‍ദ്ദോഷബദ്ധകണ്ഠോരഃ- സ്രോതസാം ച വിശുദ്ധയേ സാരം - ഈണിനുശേഷം നെയ്യിന്റെ രണ്ടിരട്ടി താളിമാതളരസത്തില്‍ ചുക്ക്‌, മുളകു, തിപ്പലി ഇവ കല്ക്കമായി കാച്ചി",ഹൃദ്രോഗം,100,Vaidyamanorama — full-PDF disease/treatment extraction
dt_091,disease_treatment_qa,അഗ്നിമാന്ദ്യം എന്ന രോഗത്തിന് ഗ്രന്ഥത്തിൽ നിർദ്ദേശിക്കുന്ന ചികിത്സ എന്താണ്?,"6 വൈദ്യമനോരമ ഷഭ്പലം എന്നു പേരായ ഈ നെയ്യ്‌ അരുചി, അഗ്നിമാന്ദ്യം, പ്ലീഹരോഗം, ജേരം, ശ്വാസം ഇവയെ ശമിപ്പിക്കും. പത്ഥ്യാദി ചൂര്‍ണ്ണം-- പത്ഥ്യാഗുളൂചീപടുനാഗരാണാം ചൂര്‍ണ്ണം സുപിഷ്ടം സഹ ദീപ്യകേന ദണ്ഡാഹതാദിക്ഷഥിതം പിബേദ്യഃ പ്രാപ്നോതി കായാഗ്നിബലം ക്ഷണേന. 194 സാരം - കടുക്കാത്തോട്‌, അമൃത്‌, ഇന്തുപ്പ്‌, ചുക്ക്‌, അയമോദകം ഇവ പൊടിച്ചു മോരു മുതലായതില്‍ തിളപ്പിച്ചു ചെറുചൂടോടെ സേവിക്കുക. ശരീരബലവും അഗ്നി ബലവും വേഗത്തില്‍ സിദ്ധിക്കും. മുദ്ഗയുഷം-- നിസ്തുഷം മുദ്ഗകുഡുബം തുംഗ്രദുമജലാഡകേ പചേല്‍ പാദാവശേഷ/ സ്മി ശീതേ ശര്‍ക്കരയാ യുതം 195 തല്‍പിബേദ്ദാഹത്യണ്മോഹ്ര്രമ്രഭൂമവമീന്‍ ഹരേല്‍. സാരം - നാഴി ചെറുപയറെടുത്ത്‌ വറുത്തു തൊലികളഞ്ഞ്‌ നാലിടങ്ങഴി നാളി കേരജലത്തില്‍ പാകം ചെയ്തു നാലിലൊന്നാകുമ്പോള്‍ വാങ്ങി തണുത്താല്‍ പഞ്ച സാര ചേര്‍ത്തു സേവിക്കുക. സര്‍വാംഗസന്താപം, തണ്ണീര്‍ദ്ദാഹം, മോഹാലസ്യം, ക്ഷ",അഗ്നിമാന്ദ്യം,56,Vaidyamanorama — full-PDF disease/treatment extraction
dt_092,disease_treatment_qa,ശോഫം രോഗത്തിന്റെ ചികിത്സയായി ഗ്രന്ഥം എന്താണ് പറയുന്നത്?,"238 വൈദ്യമനോരമ ലേപോ നിഹന്തി പ്രണശോഫവിസര്‍പകോഠ- കണ്ഡുതികുഷ്ഠപിടകാമയഗണ്ഡമാലാഃ. സാരം - ആവണക്കിന്‍കുരു, എള്ള്‌, കൊട്ടം, മഞ്ഞള്‍, അരേണുകം, മാഞ്ചി, ഞാഴല്‍പുവ്‌, അകില്‍, ഏലവര്‍ങ്ങത്തൊലി, (്രിഫലത്തോട്‌, മുത്തങ്ങാക്കിഴങ്ങ്‌, നാല്‍പാമരത്തിന്‍തളിര്‍, ഏലത്തരി, തകരം, പാച്ചോറ്റിക്കായുടെ മജ്ജ, ഗുല്‍ഗുലു ഇവ എണ്ണയില്‍ വറുത്തു വറകുഴമ്പാക്കി തേച്ചാല്‍ ര്രണശോഫം, വിസര്‍പം, വട്ട പ്ലൂണ്ണ്‌, ചൊറിച്ചില്‍, കുഷ്ഠം, കുരുക്കള്‍, ഗണ്ഡമാല ഇവ ശമിക്കും. ക്ഷീരിദ്രുവല്‍ക്കലതൈലം-- ക്ഷീര്രദുവല്‍ക്കലക്വാഥേ മധുച്ഛിഷ്ടാമയാംബുദൈഃ പാഠാദ്ധിരജനീയഷ്ടീധാതകീശാരിബോല്‍പലൈഃ. 7 കാര്‍പ്പാസബിജ്ര്രിഫലാചന്ദനോശീരവാളകൈഃ സിദ്ധം തൈലം നിഹന്ത്യാശു പ്രമേഹപിടകാമയാന്‍. 8 ദുഷ്ടാരുഃകുഷ്ഠകോഠാര്‍ശോഗണ്ഡമാലാഭഗന്ദരാന്‍ സാരം - നാല്‍പാമരത്തൊലി കഷായം വെച്ചു അതില്‍ പൊയ്യെഴുക്‌, കൊട്ടം, മുത്തങ്ങാക്കിഴങ്ങ്‌, പാടക്കിഴങ്ങ്‌, മഞ്ഞള്‍, മരമഞ്ഞള്‍തൊലി, ഇരട്ടിമധുരം, താതി രിപ്പുവ്‌, നറുനീണ്ടിക്കിഴങ്ങ്‌, ചെങ്ങഴിനിര്‍ക്കിഴങ്ങ്‌, പരുത്തിക്കുരു, ്രിഫലത്തോട്‌, ചന്ദനം, രാമച്ചം, ഇരുവേലി ഇവ കല്‍ക്കമായി എണ്ണ കാച്ചി എടുക്കുക. ഈ എണ്ണ പ്രമേഹക്കുരുക്കളേയും ദുഷ്ടരവണങ്ങള്‍, കുഷ്ഠം, വട്ടപ്പുണ്ണ്‌, അര്‍ശസ്സ്‌, ഗണ്ഡമാല, ഭഗ",ശോഫം,238,Vaidyamanorama — full-PDF disease/treatment extraction
