case_id,input_text,disease_label,split,difficulty,source_page,source_basis,generation_type
T1_0206,The case shows meda-related disturbance is described; associated findings include digestive/metabolic strength is reduced and the condition is associated with impaired metabolism.,Prameha,validation,hard,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0207,The patient has the complaint is centered on abnormal urine output and the condition is associated with impaired metabolism; another notable feature is that urinary disturbance is prominent.,Prameha,validation,hard,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0208,"The clinical picture is mainly urination is increased or disordered, with additional features of urinary disturbance is prominent and digestive/metabolic strength is reduced.",Prameha,test,hard,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0209,"The reported symptoms are meda-related disturbance is described, digestive/metabolic strength is reduced, and the condition is associated with impaired metabolism.",Prameha,test,hard,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0210,"The presentation is suggestive of a disorder with the complaint is centered on abnormal urine output, the condition is associated with impaired metabolism, and urinary disturbance is prominent.",Prameha,test,hard,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0211,"A patient presents with a localized swelling is present, the swelling has an abscess-like character, and rapid treatment of the swelling is emphasized.",Vidradhi,train,easy,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0212,"The main findings are the lesion may mature and suppurate, along with rapid treatment of the swelling is emphasized and the lesion is treated according to its stage.",Vidradhi,train,easy,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0213,Clinical features include the condition may become wound-like after maturation; the patient also has the lesion is treated according to its stage and the swelling has an abscess-like character.,Vidradhi,train,easy,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0214,"The presentation is characterized by a localized swelling is present, with the swelling has an abscess-like character and rapid treatment of the swelling is emphasized occurring together.",Vidradhi,train,easy,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0215,A case is described with the lesion may mature and suppurate. Additional findings are rapid treatment of the swelling is emphasized and the lesion is treated according to its stage.,Vidradhi,train,easy,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0216,"The patient reports the condition may become wound-like after maturation and the lesion is treated according to its stage, with the swelling has an abscess-like character also present.",Vidradhi,train,medium,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0217,"The dominant complaint is a localized swelling is present, accompanied by the swelling has an abscess-like character and rapid treatment of the swelling is emphasized.",Vidradhi,train,medium,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0218,"On assessment, the lesion may mature and suppurate is noted, together with rapid treatment of the swelling is emphasized and the lesion is treated according to its stage.",Vidradhi,train,medium,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0219,"The symptom pattern includes the condition may become wound-like after maturation, the lesion is treated according to its stage, and the swelling has an abscess-like character.",Vidradhi,train,medium,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0220,"A typical presentation may include a localized swelling is present, while the swelling has an abscess-like character and rapid treatment of the swelling is emphasized are also observed.",Vidradhi,train,medium,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0221,The case shows the lesion may mature and suppurate; associated findings include rapid treatment of the swelling is emphasized and the lesion is treated according to its stage.,Vidradhi,validation,hard,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0222,The patient has the condition may become wound-like after maturation and the lesion is treated according to its stage; another notable feature is that the swelling has an abscess-like character.,Vidradhi,validation,hard,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0223,"The clinical picture is mainly a localized swelling is present, with additional features of the swelling has an abscess-like character and rapid treatment of the swelling is emphasized.",Vidradhi,test,hard,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0224,"The reported symptoms are the lesion may mature and suppurate, rapid treatment of the swelling is emphasized, and the lesion is treated according to its stage.",Vidradhi,test,hard,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0225,"The presentation is suggestive of a disorder with the condition may become wound-like after maturation, the lesion is treated according to its stage, and the swelling has an abscess-like character.",Vidradhi,test,hard,241,abscess-like swelling; the text describes six forms and emphasizes rapid management before suppuration and wound-like treatment after maturation,controlled paraphrase from source-derived profile
T1_0226,"A patient presents with an abdominal mass-like feeling is present, abdominal pain accompanies the mass-like complaint, and the abdominal region feels obstructed or painful.",Gulma,train,easy,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0227,"The main findings are Vata is emphasized in the condition, along with the abdominal region feels obstructed or painful and the complaint resembles a localized abdominal mass.",Gulma,train,easy,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0228,Clinical features include different dosha patterns are described; the patient also has the complaint resembles a localized abdominal mass and abdominal pain accompanies the mass-like complaint.,Gulma,train,easy,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0229,"The presentation is characterized by an abdominal mass-like feeling is present, with abdominal pain accompanies the mass-like complaint and the abdominal region feels obstructed or painful occurring together.",Gulma,train,easy,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0230,A case is described with Vata is emphasized in the condition. Additional findings are the abdominal region feels obstructed or painful and the complaint resembles a localized abdominal mass.,Gulma,train,easy,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0231,"The patient reports different dosha patterns are described and the complaint resembles a localized abdominal mass, with abdominal pain accompanies the mass-like complaint also present.",Gulma,train,medium,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0232,"The dominant complaint is an abdominal mass-like feeling is present, accompanied by abdominal pain accompanies the mass-like complaint and the abdominal region feels obstructed or painful.",Gulma,train,medium,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0233,"On assessment, Vata is emphasized in the condition is noted, together with the abdominal region feels obstructed or painful and the complaint resembles a localized abdominal mass.",Gulma,train,medium,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0234,"The symptom pattern includes different dosha patterns are described, the complaint resembles a localized abdominal mass, and abdominal pain accompanies the mass-like complaint.",Gulma,train,medium,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0235,"A typical presentation may include an abdominal mass-like feeling is present, while abdominal pain accompanies the mass-like complaint and the abdominal region feels obstructed or painful are also observed.",Gulma,train,medium,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0236,The case shows Vata is emphasized in the condition; associated findings include the abdominal region feels obstructed or painful and the complaint resembles a localized abdominal mass.,Gulma,validation,hard,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0237,The patient has different dosha patterns are described and the complaint resembles a localized abdominal mass; another notable feature is that abdominal pain accompanies the mass-like complaint.,Gulma,validation,hard,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0238,"The clinical picture is mainly an abdominal mass-like feeling is present, with additional features of abdominal pain accompanies the mass-like complaint and the abdominal region feels obstructed or painful.",Gulma,test,hard,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0239,"The reported symptoms are Vata is emphasized in the condition, the abdominal region feels obstructed or painful, and the complaint resembles a localized abdominal mass.",Gulma,test,hard,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0240,"The presentation is suggestive of a disorder with different dosha patterns are described, the complaint resembles a localized abdominal mass, and abdominal pain accompanies the mass-like complaint.",Gulma,test,hard,251,"an abdominal mass-like disorder related to Vata; the chapter also describes associated abdominal pain and differentiates Vata, Kapha and other patterns",controlled paraphrase from source-derived profile
T1_0241,"A patient presents with the abdomen is markedly enlarged, abdominal distension is prominent, and bodily channels are considered obstructed.",Mahodara,train,easy,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0242,"The main findings are excess dosha accumulation is described, along with bodily channels are considered obstructed and the abdomen appears abnormally expanded.",Mahodara,train,easy,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0243,Clinical features include fluid-related abdominal enlargement may occur; the patient also has the abdomen appears abnormally expanded and abdominal distension is prominent.,Mahodara,train,easy,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0244,"The presentation is characterized by the abdomen is markedly enlarged, with abdominal distension is prominent and bodily channels are considered obstructed occurring together.",Mahodara,train,easy,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0245,A case is described with excess dosha accumulation is described. Additional findings are bodily channels are considered obstructed and the abdomen appears abnormally expanded.,Mahodara,train,easy,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0246,"The patient reports fluid-related abdominal enlargement may occur and the abdomen appears abnormally expanded, with abdominal distension is prominent also present.",Mahodara,train,medium,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0247,"The dominant complaint is the abdomen is markedly enlarged, accompanied by abdominal distension is prominent and bodily channels are considered obstructed.",Mahodara,train,medium,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0248,"On assessment, excess dosha accumulation is described is noted, together with bodily channels are considered obstructed and the abdomen appears abnormally expanded.",Mahodara,train,medium,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0249,"The symptom pattern includes fluid-related abdominal enlargement may occur, the abdomen appears abnormally expanded, and abdominal distension is prominent.",Mahodara,train,medium,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0250,"A typical presentation may include the abdomen is markedly enlarged, while abdominal distension is prominent and bodily channels are considered obstructed are also observed.",Mahodara,train,medium,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0251,The case shows excess dosha accumulation is described; associated findings include bodily channels are considered obstructed and the abdomen appears abnormally expanded.,Mahodara,validation,hard,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0252,The patient has fluid-related abdominal enlargement may occur and the abdomen appears abnormally expanded; another notable feature is that abdominal distension is prominent.,Mahodara,validation,hard,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0253,"The clinical picture is mainly the abdomen is markedly enlarged, with additional features of abdominal distension is prominent and bodily channels are considered obstructed.",Mahodara,test,hard,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0254,"The reported symptoms are excess dosha accumulation is described, bodily channels are considered obstructed, and the abdomen appears abnormally expanded.",Mahodara,test,hard,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0255,"The presentation is suggestive of a disorder with fluid-related abdominal enlargement may occur, the abdomen appears abnormally expanded, and abdominal distension is prominent.",Mahodara,test,hard,272,marked abdominal enlargement/distension associated with excessive dosha accumulation and obstruction of bodily channels; fluid-related abdominal conditions are also discussed,controlled paraphrase from source-derived profile
T1_0256,"A patient presents with the patient has a pale or pallid appearance, pallor is the prominent presentation, and the presentation is centered on pallor.",Panduroga,train,easy,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0257,"The main findings are the patient appears depleted or pale, along with the presentation is centered on pallor and the patient has a pale or pallid appearance.",Panduroga,train,easy,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0258,Clinical features include the complexion is markedly pale; the patient also has the patient has a pale or pallid appearance and the patient appears depleted or pale.,Panduroga,train,easy,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0259,"The presentation is characterized by pallor is the prominent presentation, with the patient appears depleted or pale and the complexion is markedly pale occurring together.",Panduroga,train,easy,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0260,A case is described with the presentation is centered on pallor. Additional findings are the complexion is markedly pale and pallor is the prominent presentation.,Panduroga,train,easy,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0261,"The patient reports the patient has a pale or pallid appearance and pallor is the prominent presentation, with the presentation is centered on pallor also present.",Panduroga,train,medium,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0262,"The dominant complaint is the patient appears depleted or pale, accompanied by the presentation is centered on pallor and the patient has a pale or pallid appearance.",Panduroga,train,medium,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0263,"On assessment, the complexion is markedly pale is noted, together with the patient has a pale or pallid appearance and the patient appears depleted or pale.",Panduroga,train,medium,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0264,"The symptom pattern includes pallor is the prominent presentation, the patient appears depleted or pale, and the complexion is markedly pale.",Panduroga,train,medium,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0265,"A typical presentation may include the presentation is centered on pallor, while the complexion is markedly pale and pallor is the prominent presentation are also observed.",Panduroga,train,medium,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0266,The case shows the patient has a pale or pallid appearance; associated findings include pallor is the prominent presentation and the presentation is centered on pallor.,Panduroga,validation,hard,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0267,The patient has the patient appears depleted or pale and the presentation is centered on pallor; another notable feature is that the patient has a pale or pallid appearance.,Panduroga,validation,hard,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0268,"The clinical picture is mainly the complexion is markedly pale, with additional features of the patient has a pale or pallid appearance and the patient appears depleted or pale.",Panduroga,test,hard,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0269,"The reported symptoms are pallor is the prominent presentation, the patient appears depleted or pale, and the complexion is markedly pale.",Panduroga,test,hard,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0270,"The presentation is suggestive of a disorder with the presentation is centered on pallor, the complexion is markedly pale, and pallor is the prominent presentation.",Panduroga,test,hard,278,"pale/pallid disease presentation, with the chapter beginning treatment of Panduroga using medicated ghee preparations",controlled paraphrase from source-derived profile
T1_0271,"A patient presents with swelling is prominent, edema is present, and the complaint is characterized by bodily swelling.",Shotha,train,easy,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0272,"The main findings are the affected area appears swollen, along with the complaint is characterized by bodily swelling and the swelling is the main presenting feature.",Shotha,train,easy,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0273,Clinical features include diet and lifestyle factors are considered relevant; the patient also has the swelling is the main presenting feature and edema is present.,Shotha,train,easy,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0274,"The presentation is characterized by swelling is prominent, with edema is present and the complaint is characterized by bodily swelling occurring together.",Shotha,train,easy,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0275,A case is described with the affected area appears swollen. Additional findings are the complaint is characterized by bodily swelling and the swelling is the main presenting feature.,Shotha,train,easy,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0276,"The patient reports diet and lifestyle factors are considered relevant and the swelling is the main presenting feature, with edema is present also present.",Shotha,train,medium,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0277,"The dominant complaint is swelling is prominent, accompanied by edema is present and the complaint is characterized by bodily swelling.",Shotha,train,medium,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0278,"On assessment, the affected area appears swollen is noted, together with the complaint is characterized by bodily swelling and the swelling is the main presenting feature.",Shotha,train,medium,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0279,"The symptom pattern includes diet and lifestyle factors are considered relevant, the swelling is the main presenting feature, and edema is present.",Shotha,train,medium,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0280,"A typical presentation may include swelling is prominent, while edema is present and the complaint is characterized by bodily swelling are also observed.",Shotha,train,medium,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0281,The case shows the affected area appears swollen; associated findings include the complaint is characterized by bodily swelling and the swelling is the main presenting feature.,Shotha,validation,hard,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0282,The patient has diet and lifestyle factors are considered relevant and the swelling is the main presenting feature; another notable feature is that edema is present.,Shotha,validation,hard,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0283,"The clinical picture is mainly swelling is prominent, with additional features of edema is present and the complaint is characterized by bodily swelling.",Shotha,test,hard,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0284,"The reported symptoms are the affected area appears swollen, the complaint is characterized by bodily swelling, and the swelling is the main presenting feature.",Shotha,test,hard,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0285,"The presentation is suggestive of a disorder with diet and lifestyle factors are considered relevant, the swelling is the main presenting feature, and edema is present.",Shotha,test,hard,291,swelling/edema; the chapter describes swelling and discusses dietary and lifestyle factors to avoid,controlled paraphrase from source-derived profile
T1_0286,"A patient presents with the skin lesion spreads rapidly, a spreading inflammatory skin lesion is present, and the condition involves rapidly spreading skin/soft-tissue inflammation.",Visarpa,train,easy,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0287,"The main findings are the affected area shows an expanding lesion, along with the condition involves rapidly spreading skin/soft-tissue inflammation and the skin lesion spreads rapidly.",Visarpa,train,easy,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0288,Clinical features include the skin complaint progresses from one area to another; the patient also has the skin lesion spreads rapidly and the affected area shows an expanding lesion.,Visarpa,train,easy,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0289,"The presentation is characterized by a spreading inflammatory skin lesion is present, with the affected area shows an expanding lesion and the skin complaint progresses from one area to another occurring together.",Visarpa,train,easy,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0290,A case is described with the condition involves rapidly spreading skin/soft-tissue inflammation. Additional findings are the skin complaint progresses from one area to another and a spreading inflammatory skin lesion is present.,Visarpa,train,easy,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0291,"The patient reports the skin lesion spreads rapidly and a spreading inflammatory skin lesion is present, with the condition involves rapidly spreading skin/soft-tissue inflammation also present.",Visarpa,train,medium,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0292,"The dominant complaint is the affected area shows an expanding lesion, accompanied by the condition involves rapidly spreading skin/soft-tissue inflammation and the skin lesion spreads rapidly.",Visarpa,train,medium,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0293,"On assessment, the skin complaint progresses from one area to another is noted, together with the skin lesion spreads rapidly and the affected area shows an expanding lesion.",Visarpa,train,medium,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0294,"The symptom pattern includes a spreading inflammatory skin lesion is present, the affected area shows an expanding lesion, and the skin complaint progresses from one area to another.",Visarpa,train,medium,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0295,"A typical presentation may include the condition involves rapidly spreading skin/soft-tissue inflammation, while the skin complaint progresses from one area to another and a spreading inflammatory skin lesion is present are also observed.",Visarpa,train,medium,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0296,The case shows the skin lesion spreads rapidly; associated findings include a spreading inflammatory skin lesion is present and the condition involves rapidly spreading skin/soft-tissue inflammation.,Visarpa,validation,hard,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0297,The patient has the affected area shows an expanding lesion and the condition involves rapidly spreading skin/soft-tissue inflammation; another notable feature is that the skin lesion spreads rapidly.,Visarpa,validation,hard,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0298,"The clinical picture is mainly the skin complaint progresses from one area to another, with additional features of the skin lesion spreads rapidly and the affected area shows an expanding lesion.",Visarpa,test,hard,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0299,"The reported symptoms are a spreading inflammatory skin lesion is present, the affected area shows an expanding lesion, and the skin complaint progresses from one area to another.",Visarpa,test,hard,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0300,"The presentation is suggestive of a disorder with the condition involves rapidly spreading skin/soft-tissue inflammation, the skin complaint progresses from one area to another, and a spreading inflammatory skin lesion is present.",Visarpa,test,hard,298,rapidly spreading inflammatory skin/soft-tissue disease; the chapter recommends cleansing approaches even when dosha involvement is small,controlled paraphrase from source-derived profile
T1_0301,"A patient presents with fever occurs before the eruption, dryness occurs, and joint discomfort occurs.",Masurika,train,easy,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0302,"The main findings are body ache is present, along with joint discomfort occurs and chills or gooseflesh occur.",Masurika,train,easy,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0303,Clinical features include appetite is reduced; the patient also has chills or gooseflesh occur and nasal symptoms may occur.,Masurika,train,easy,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0304,"The presentation is characterized by headache is present, with nasal symptoms may occur and fever occurs before the eruption occurring together.",Masurika,train,easy,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0305,A case is described with an eruptive illness develops. Additional findings are fever occurs before the eruption and body ache is present.,Masurika,train,easy,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0306,"The patient reports dryness occurs and body ache is present, with appetite is reduced also present.",Masurika,train,medium,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0307,"The dominant complaint is joint discomfort occurs, accompanied by appetite is reduced and headache is present.",Masurika,train,medium,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0308,"On assessment, chills or gooseflesh occur is noted, together with headache is present and an eruptive illness develops.",Masurika,train,medium,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
